task_id,source_system,department,section_id,section_name,zone_code,defect_type,defect_description,criticality,reported_date,due_date,estimated_duration,location_km,recurrence_count,inspection_gap_days,import_source
TDMS-0321,TDMS,Traction Distribution,JP-AII,Jaipur - Ajmer,NWR,25kV TSS Feeder CB Overhaul,Vacuum circuit breaker auxiliary contact overhaul during scheduled power block on Jaipur - Ajmer,critical,2026-09-15,2026-10-06,120,60.4,1,15,data.gov.in
TMS-0322,TMS,Engineering,AII-ABR,Ajmer - Abu Road,NWR,Level Crossing Paved Track Repair,Rubber pad renewal and check rail clearance at LC Gate on Ajmer - Abu Road,medium,2026-08-31,2026-09-21,135,62.3,0,30,data.gov.in
TMS-0323,TMS,Engineering,AII-ABR,Ajmer - Abu Road,NWR,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Ajmer - Abu Road,medium,2026-09-01,2026-09-20,135,36.2,0,60,data.gov.in
SMMS-0324,SMMS,Signal & Telecom,AII-ABR,Ajmer - Abu Road,NWR,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Ajmer - Abu Road,medium,2026-09-16,2026-10-05,90,41.0,2,60,data.gov.in
SMMS-0325,SMMS,Signal & Telecom,AII-ABR,Ajmer - Abu Road,NWR,OFC Splicing & Path Jointing,Fiber attenuation high on quad cable core near intermediate block hut on Ajmer - Abu Road,high,2026-08-31,2026-09-19,105,204.8,1,15,data.gov.in
TDMS-0326,TDMS,Traction Distribution,AII-ABR,Ajmer - Abu Road,NWR,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Ajmer - Abu Road,high,2026-09-17,2026-09-28,120,176.2,0,60,data.gov.in
TDMS-0327,TDMS,Traction Distribution,AII-ABR,Ajmer - Abu Road,NWR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Ajmer - Abu Road,medium,2026-09-15,2026-10-07,75,302.2,0,60,data.gov.in
TDMS-0328,TDMS,Traction Distribution,AII-ABR,Ajmer - Abu Road,NWR,Neutral Section Insulator Renewal,PTFE neutral section runner wear exceeds 3mm safety tolerance on Ajmer - Abu Road,critical,2026-09-08,2026-09-26,90,55.5,0,60,data.gov.in
TMS-0329,TMS,Engineering,RE-JP,Rewari - Jaipur,NWR,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Rewari - Jaipur,high,2026-09-03,2026-09-20,210,84.8,0,45,data.gov.in
TMS-0330,TMS,Engineering,RE-JP,Rewari - Jaipur,NWR,Thermit Weld Renewal,AT Weld defective Ultrasonic signal at Rail Joint needing crop & re-weld on Rewari - Jaipur,critical,2026-09-12,2026-10-04,150,88.7,0,30,data.gov.in
TMS-0331,TMS,Engineering,RE-JP,Rewari - Jaipur,NWR,Level Crossing Paved Track Repair,Rubber pad renewal and check rail clearance at LC Gate on Rewari - Jaipur,medium,2026-09-17,2026-10-01,135,104.2,2,60,data.gov.in
SMMS-0332,SMMS,Signal & Telecom,RE-JP,Rewari - Jaipur,NWR,Point Machine Lock Bar Testing,Facing point lock tolerance check on junction interlocking on Rewari - Jaipur,high,2026-09-03,2026-09-19,90,35.6,0,15,data.gov.in
SMMS-0333,SMMS,Signal & Telecom,RE-JP,Rewari - Jaipur,NWR,OFC Splicing & Path Jointing,Fiber attenuation high on quad cable core near intermediate block hut on Rewari - Jaipur,high,2026-09-04,2026-09-28,105,171.8,0,30,data.gov.in
TDMS-0334,TDMS,Traction Distribution,RE-JP,Rewari - Jaipur,NWR,Insulator Jet Washing,Heavy pollution encrustation on porcelain insulators near industrial sidings on Rewari - Jaipur,medium,2026-09-14,2026-10-08,90,8.5,0,30,data.gov.in
TDMS-0335,TDMS,Traction Distribution,RE-JP,Rewari - Jaipur,NWR,Neutral Section Insulator Renewal,PTFE neutral section runner wear exceeds 3mm safety tolerance on Rewari - Jaipur,critical,2026-09-05,2026-09-24,90,53.3,0,15,data.gov.in
TMS-0336,TMS,Engineering,GKP-BST,Gorakhpur - Basti,NER,Rail Flaw Ultrasonic Testing,USFD detected transverse fatigue crack in rail head on Gorakhpur - Basti,critical,2026-09-08,2026-09-20,90,51.6,1,45,data.gov.in
TMS-0337,TMS,Engineering,GKP-BST,Gorakhpur - Basti,NER,Sleeper Replacement & Fastening,Pre-stressed concrete sleeper renewal on high-density curve track on Gorakhpur - Basti,medium,2026-09-08,2026-09-17,135,62.1,0,60,data.gov.in
SMMS-0338,SMMS,Signal & Telecom,GKP-BST,Gorakhpur - Basti,NER,Axle Counter Sensor Recalibration,Multi-section digital axle counter wheel sensor gain drifted on Gorakhpur - Basti,critical,2026-09-16,2026-10-08,75,59.8,0,60,data.gov.in
SMMS-0339,SMMS,Signal & Telecom,GKP-BST,Gorakhpur - Basti,NER,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Gorakhpur - Basti,medium,2026-09-16,2026-10-02,90,59.4,2,45,data.gov.in
SMMS-0340,SMMS,Signal & Telecom,GKP-BST,Gorakhpur - Basti,NER,Electronic Interlocking Diagnostic,Dual redundant EI system power supply unit card replacement on Gorakhpur - Basti,critical,2026-09-04,2026-09-13,90,19.6,0,60,data.gov.in
TDMS-0341,TDMS,Traction Distribution,GKP-BST,Gorakhpur - Basti,NER,25kV TSS Feeder CB Overhaul,Vacuum circuit breaker auxiliary contact overhaul during scheduled power block on Gorakhpur - Basti,critical,2026-09-08,2026-09-17,120,51.0,0,60,data.gov.in
TDMS-0342,TDMS,Traction Distribution,GKP-BST,Gorakhpur - Basti,NER,Substation Transformer Testing,Traction power transformer dissolved gas analysis sampling on Gorakhpur - Basti,medium,2026-08-31,2026-09-21,90,9.3,0,45,data.gov.in
TMS-0343,TMS,Engineering,GKP-CPR,Gorakhpur - Chhapra,NER,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Gorakhpur - Chhapra,medium,2026-09-15,2026-10-04,135,151.8,0,30,data.gov.in
TMS-0344,TMS,Engineering,GKP-CPR,Gorakhpur - Chhapra,NER,Level Crossing Paved Track Repair,Rubber pad renewal and check rail clearance at LC Gate on Gorakhpur - Chhapra,medium,2026-09-09,2026-09-26,135,120.9,0,15,data.gov.in
SMMS-0345,SMMS,Signal & Telecom,GKP-CPR,Gorakhpur - Chhapra,NER,Point Machine Lock Bar Testing,Facing point lock tolerance check on junction interlocking on Gorakhpur - Chhapra,high,2026-09-02,2026-09-13,90,155.8,1,45,data.gov.in
SMMS-0346,SMMS,Signal & Telecom,GKP-CPR,Gorakhpur - Chhapra,NER,OFC Splicing & Path Jointing,Fiber attenuation high on quad cable core near intermediate block hut on Gorakhpur - Chhapra,high,2026-09-11,2026-09-22,105,172.2,0,60,data.gov.in
TDMS-0347,TDMS,Traction Distribution,GKP-CPR,Gorakhpur - Chhapra,NER,25kV TSS Feeder CB Overhaul,Vacuum circuit breaker auxiliary contact overhaul during scheduled power block on Gorakhpur - Chhapra,critical,2026-09-05,2026-09-17,120,99.3,1,60,data.gov.in
TDMS-0348,TDMS,Traction Distribution,GKP-CPR,Gorakhpur - Chhapra,NER,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Gorakhpur - Chhapra,high,2026-08-31,2026-09-25,90,64.9,1,45,data.gov.in
TMS-0349,TMS,Engineering,LJN-GD,Lucknow Jn - Gonda,NER,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Lucknow Jn - Gonda,medium,2026-09-14,2026-10-04,120,94.7,1,30,data.gov.in
TMS-0350,TMS,Engineering,LJN-GD,Lucknow Jn - Gonda,NER,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Lucknow Jn - Gonda,medium,2026-09-07,2026-09-25,135,6.6,0,30,data.gov.in
TMS-0351,TMS,Engineering,LJN-GD,Lucknow Jn - Gonda,NER,Level Crossing Paved Track Repair,Rubber pad renewal and check rail clearance at LC Gate on Lucknow Jn - Gonda,medium,2026-09-09,2026-10-01,135,116.0,2,45,data.gov.in
SMMS-0352,SMMS,Signal & Telecom,LJN-GD,Lucknow Jn - Gonda,NER,Point Machine Lock Bar Testing,Facing point lock tolerance check on junction interlocking on Lucknow Jn - Gonda,high,2026-09-07,2026-09-19,90,47.7,0,60,data.gov.in
SMMS-0353,SMMS,Signal & Telecom,LJN-GD,Lucknow Jn - Gonda,NER,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Lucknow Jn - Gonda,high,2026-09-09,2026-09-29,60,119.9,2,60,data.gov.in
TDMS-0354,TDMS,Traction Distribution,LJN-GD,Lucknow Jn - Gonda,NER,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Lucknow Jn - Gonda,medium,2026-09-12,2026-09-21,75,89.6,2,30,data.gov.in
TDMS-0355,TDMS,Traction Distribution,LJN-GD,Lucknow Jn - Gonda,NER,Neutral Section Insulator Renewal,PTFE neutral section runner wear exceeds 3mm safety tolerance on Lucknow Jn - Gonda,critical,2026-09-01,2026-09-07,90,104.2,0,15,data.gov.in
TMS-0356,TMS,Engineering,GHY-NBQ,Guwahati - New Bongaigaon,NFR,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Guwahati - New Bongaigaon,high,2026-09-13,2026-10-08,210,42.7,0,15,data.gov.in
TMS-0357,TMS,Engineering,GHY-NBQ,Guwahati - New Bongaigaon,NFR,Sleeper Replacement & Fastening,Pre-stressed concrete sleeper renewal on high-density curve track on Guwahati - New Bongaigaon,medium,2026-09-01,2026-09-20,135,68.2,2,60,data.gov.in
SMMS-0358,SMMS,Signal & Telecom,GHY-NBQ,Guwahati - New Bongaigaon,NFR,OFC Splicing & Path Jointing,Fiber attenuation high on quad cable core near intermediate block hut on Guwahati - New Bongaigaon,high,2026-08-31,2026-09-22,105,75.0,0,45,data.gov.in
SMMS-0359,SMMS,Signal & Telecom,GHY-NBQ,Guwahati - New Bongaigaon,NFR,Axle Counter Sensor Recalibration,Multi-section digital axle counter wheel sensor gain drifted on Guwahati - New Bongaigaon,critical,2026-09-17,2026-10-08,75,147.4,2,30,data.gov.in
TDMS-0360,TDMS,Traction Distribution,GHY-NBQ,Guwahati - New Bongaigaon,NFR,Insulator Jet Washing,Heavy pollution encrustation on porcelain insulators near industrial sidings on Guwahati - New Bongaigaon,medium,2026-09-01,2026-09-10,90,44.4,1,45,data.gov.in
TDMS-0361,TDMS,Traction Distribution,GHY-NBQ,Guwahati - New Bongaigaon,NFR,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Guwahati - New Bongaigaon,high,2026-09-05,2026-09-12,120,68.1,2,60,data.gov.in
TMS-0362,TMS,Engineering,KIR-NJP,Katihar - New Jalpaiguri,NFR,Sleeper Replacement & Fastening,Pre-stressed concrete sleeper renewal on high-density curve track on Katihar - New Jalpaiguri,medium,2026-09-08,2026-09-15,135,120.0,0,15,data.gov.in
TMS-0363,TMS,Engineering,KIR-NJP,Katihar - New Jalpaiguri,NFR,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Katihar - New Jalpaiguri,high,2026-09-05,2026-09-22,210,101.6,0,15,data.gov.in
SMMS-0364,SMMS,Signal & Telecom,KIR-NJP,Katihar - New Jalpaiguri,NFR,Point Machine Motor Overhaul,143B Point machine stroke timing exceeded 5.2s threshold on Katihar - New Jalpaiguri,high,2026-09-02,2026-09-20,105,118.4,1,15,data.gov.in
SMMS-0365,SMMS,Signal & Telecom,KIR-NJP,Katihar - New Jalpaiguri,NFR,OFC Splicing & Path Jointing,Fiber attenuation high on quad cable core near intermediate block hut on Katihar - New Jalpaiguri,high,2026-09-10,2026-09-21,105,165.0,2,45,data.gov.in
TDMS-0366,TDMS,Traction Distribution,KIR-NJP,Katihar - New Jalpaiguri,NFR,Insulator Jet Washing,Heavy pollution encrustation on porcelain insulators near industrial sidings on Katihar - New Jalpaiguri,medium,2026-09-09,2026-10-01,90,103.6,0,30,data.gov.in
TDMS-0367,TDMS,Traction Distribution,KIR-NJP,Katihar - New Jalpaiguri,NFR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Katihar - New Jalpaiguri,medium,2026-09-17,2026-09-28,75,107.8,2,15,data.gov.in
TMS-0368,TMS,Engineering,LMG-DBRG,Lumding - Dibrugarh,NFR,Continuous Welded Rail Destressing,Thermal stress equalization on 60kg 90UTS welded rail for 160 kmph Vande Bharat on Lumding - Dibrugarh,high,2026-08-30,2026-09-11,180,212.9,2,45,data.gov.in
TMS-0369,TMS,Engineering,LMG-DBRG,Lumding - Dibrugarh,NFR,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Lumding - Dibrugarh,high,2026-09-13,2026-09-20,210,188.3,1,15,data.gov.in
TMS-0370,TMS,Engineering,LMG-DBRG,Lumding - Dibrugarh,NFR,Thermit Weld Renewal,AT Weld defective Ultrasonic signal at Rail Joint needing crop & re-weld on Lumding - Dibrugarh,critical,2026-09-04,2026-09-16,150,314.7,1,60,data.gov.in
SMMS-0371,SMMS,Signal & Telecom,LMG-DBRG,Lumding - Dibrugarh,NFR,OFC Splicing & Path Jointing,Fiber attenuation high on quad cable core near intermediate block hut on Lumding - Dibrugarh,high,2026-09-09,2026-09-28,105,184.5,1,60,data.gov.in
SMMS-0372,SMMS,Signal & Telecom,LMG-DBRG,Lumding - Dibrugarh,NFR,Electronic Interlocking Diagnostic,Dual redundant EI system power supply unit card replacement on Lumding - Dibrugarh,critical,2026-09-12,2026-10-05,90,248.1,0,45,data.gov.in
SMMS-0373,SMMS,Signal & Telecom,LMG-DBRG,Lumding - Dibrugarh,NFR,Point Machine Lock Bar Testing,Facing point lock tolerance check on junction interlocking on Lumding - Dibrugarh,high,2026-09-15,2026-09-22,90,101.2,2,30,data.gov.in
TDMS-0374,TDMS,Traction Distribution,LMG-DBRG,Lumding - Dibrugarh,NFR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Lumding - Dibrugarh,medium,2026-09-06,2026-09-14,75,35.2,1,60,data.gov.in
TDMS-0375,TDMS,Traction Distribution,LMG-DBRG,Lumding - Dibrugarh,NFR,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Lumding - Dibrugarh,medium,2026-09-09,2026-09-17,75,50.6,0,60,data.gov.in
TDMS-0376,TDMS,Traction Distribution,LMG-DBRG,Lumding - Dibrugarh,NFR,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Lumding - Dibrugarh,high,2026-08-31,2026-09-22,90,192.7,0,15,data.gov.in
TMS-0377,TMS,Engineering,BPL-ET,Bhopal - Itarsi,WCR,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Bhopal - Itarsi,medium,2026-08-31,2026-09-07,135,54.7,1,60,data.gov.in
TMS-0378,TMS,Engineering,BPL-ET,Bhopal - Itarsi,WCR,Level Crossing Paved Track Repair,Rubber pad renewal and check rail clearance at LC Gate on Bhopal - Itarsi,medium,2026-09-08,2026-09-26,135,35.9,0,30,data.gov.in
SMMS-0379,SMMS,Signal & Telecom,BPL-ET,Bhopal - Itarsi,WCR,Electronic Interlocking Diagnostic,Dual redundant EI system power supply unit card replacement on Bhopal - Itarsi,critical,2026-09-12,2026-09-21,90,25.2,1,60,data.gov.in
SMMS-0380,SMMS,Signal & Telecom,BPL-ET,Bhopal - Itarsi,WCR,Track Circuit Relay Replacement,QTA2 track relay contact resistance fluctuating under dampness on Bhopal - Itarsi,high,2026-09-15,2026-09-25,90,40.1,2,45,data.gov.in
TDMS-0381,TDMS,Traction Distribution,BPL-ET,Bhopal - Itarsi,WCR,Insulator Jet Washing,Heavy pollution encrustation on porcelain insulators near industrial sidings on Bhopal - Itarsi,medium,2026-09-06,2026-09-19,90,86.0,2,30,data.gov.in
TDMS-0382,TDMS,Traction Distribution,BPL-ET,Bhopal - Itarsi,WCR,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Bhopal - Itarsi,high,2026-09-14,2026-09-23,90,28.4,2,45,data.gov.in
TDMS-0383,TDMS,Traction Distribution,BPL-ET,Bhopal - Itarsi,WCR,Substation Transformer Testing,Traction power transformer dissolved gas analysis sampling on Bhopal - Itarsi,medium,2026-09-07,2026-09-26,90,31.1,0,45,data.gov.in
TMS-0384,TMS,Engineering,ET-JBP,Itarsi - Jabalpur,WCR,Track Geometry Alignment Calibration,Track recording car flagged cross-level and twist exceeding tolerance on Itarsi - Jabalpur,high,2026-09-11,2026-10-01,120,77.0,2,45,data.gov.in
TMS-0385,TMS,Engineering,ET-JBP,Itarsi - Jabalpur,WCR,SEJ Overhaul,Tongue and stock rail gap calibration for extreme thermal expansion on Itarsi - Jabalpur,high,2026-09-02,2026-09-25,165,190.2,1,60,data.gov.in
TMS-0386,TMS,Engineering,ET-JBP,Itarsi - Jabalpur,WCR,SEJ Overhaul,Tongue and stock rail gap calibration for extreme thermal expansion on Itarsi - Jabalpur,high,2026-09-05,2026-09-21,165,28.6,0,30,data.gov.in
SMMS-0387,SMMS,Signal & Telecom,ET-JBP,Itarsi - Jabalpur,WCR,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Itarsi - Jabalpur,medium,2026-09-11,2026-09-30,90,194.0,0,60,data.gov.in
SMMS-0388,SMMS,Signal & Telecom,ET-JBP,Itarsi - Jabalpur,WCR,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Itarsi - Jabalpur,medium,2026-09-13,2026-10-08,90,74.3,1,30,data.gov.in
TDMS-0389,TDMS,Traction Distribution,ET-JBP,Itarsi - Jabalpur,WCR,Substation Transformer Testing,Traction power transformer dissolved gas analysis sampling on Itarsi - Jabalpur,medium,2026-09-15,2026-10-04,90,240.7,2,60,data.gov.in
TDMS-0390,TDMS,Traction Distribution,ET-JBP,Itarsi - Jabalpur,WCR,Substation Transformer Testing,Traction power transformer dissolved gas analysis sampling on Itarsi - Jabalpur,medium,2026-08-31,2026-09-06,90,192.4,1,15,data.gov.in
TDMS-0391,TDMS,Traction Distribution,ET-JBP,Itarsi - Jabalpur,WCR,Insulator Jet Washing,Heavy pollution encrustation on porcelain insulators near industrial sidings on Itarsi - Jabalpur,medium,2026-09-10,2026-09-26,90,41.3,0,60,data.gov.in
TMS-0392,TMS,Engineering,KOTA-SWM,Kota - Sawai Madhopur,WCR,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Kota - Sawai Madhopur,high,2026-09-14,2026-09-19,210,11.5,0,30,data.gov.in
TMS-0393,TMS,Engineering,KOTA-SWM,Kota - Sawai Madhopur,WCR,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Kota - Sawai Madhopur,medium,2026-09-06,2026-09-23,120,50.1,0,45,data.gov.in
TMS-0394,TMS,Engineering,KOTA-SWM,Kota - Sawai Madhopur,WCR,Level Crossing Paved Track Repair,Rubber pad renewal and check rail clearance at LC Gate on Kota - Sawai Madhopur,medium,2026-09-02,2026-09-10,135,32.3,0,15,data.gov.in
SMMS-0395,SMMS,Signal & Telecom,KOTA-SWM,Kota - Sawai Madhopur,WCR,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Kota - Sawai Madhopur,high,2026-09-08,2026-09-23,60,49.3,0,60,data.gov.in
SMMS-0396,SMMS,Signal & Telecom,KOTA-SWM,Kota - Sawai Madhopur,WCR,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Kota - Sawai Madhopur,high,2026-09-02,2026-09-10,60,47.4,2,45,data.gov.in
TDMS-0397,TDMS,Traction Distribution,KOTA-SWM,Kota - Sawai Madhopur,WCR,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Kota - Sawai Madhopur,high,2026-09-16,2026-09-24,120,3.4,1,15,data.gov.in
TDMS-0398,TDMS,Traction Distribution,KOTA-SWM,Kota - Sawai Madhopur,WCR,Cantilever Assembly Replacement,Galvanized steel cantilever bracket corrosion detected during trolley inspection on Kota - Sawai Madhopur,high,2026-09-10,2026-10-01,105,19.5,0,45,data.gov.in
TMS-0399,TMS,Engineering,ROHA-RN,Roha - Ratnagiri,KRCL,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Roha - Ratnagiri,medium,2026-09-10,2026-09-27,120,128.2,0,60,data.gov.in
TMS-0400,TMS,Engineering,ROHA-RN,Roha - Ratnagiri,KRCL,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Roha - Ratnagiri,high,2026-09-17,2026-10-11,210,179.4,2,60,data.gov.in
TMS-0401,TMS,Engineering,ROHA-RN,Roha - Ratnagiri,KRCL,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Roha - Ratnagiri,high,2026-09-17,2026-09-28,210,42.6,0,15,data.gov.in
SMMS-0402,SMMS,Signal & Telecom,ROHA-RN,Roha - Ratnagiri,KRCL,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Roha - Ratnagiri,high,2026-09-07,2026-09-18,60,93.4,1,60,data.gov.in
SMMS-0403,SMMS,Signal & Telecom,ROHA-RN,Roha - Ratnagiri,KRCL,Automatic Signaling Aspect Renewal,Signal LED cluster degradation on home signal aspect on Roha - Ratnagiri,high,2026-09-05,2026-09-29,60,80.3,0,45,data.gov.in
TDMS-0404,TDMS,Traction Distribution,ROHA-RN,Roha - Ratnagiri,KRCL,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Roha - Ratnagiri,high,2026-09-12,2026-09-26,90,186.6,0,30,data.gov.in
TDMS-0405,TDMS,Traction Distribution,ROHA-RN,Roha - Ratnagiri,KRCL,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Roha - Ratnagiri,medium,2026-09-14,2026-09-26,75,62.7,0,45,data.gov.in
TDMS-0406,TDMS,Traction Distribution,ROHA-RN,Roha - Ratnagiri,KRCL,Cantilever Assembly Replacement,Galvanized steel cantilever bracket corrosion detected during trolley inspection on Roha - Ratnagiri,high,2026-09-01,2026-09-18,105,85.5,0,60,data.gov.in
TMS-0407,TMS,Engineering,RN-MAO,Ratnagiri - Madgaon,KRCL,Continuous Welded Rail Destressing,Thermal stress equalization on 60kg 90UTS welded rail for 160 kmph Vande Bharat on Ratnagiri - Madgaon,high,2026-09-02,2026-09-27,180,126.7,0,30,data.gov.in
TMS-0408,TMS,Engineering,RN-MAO,Ratnagiri - Madgaon,KRCL,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Ratnagiri - Madgaon,medium,2026-09-08,2026-09-17,120,44.8,2,15,data.gov.in
TMS-0409,TMS,Engineering,RN-MAO,Ratnagiri - Madgaon,KRCL,CMS Crossing Reconditioning,Trans-weld building up of battered nose on Cast Manganese Steel crossing on Ratnagiri - Madgaon,medium,2026-09-17,2026-10-07,135,32.9,2,60,data.gov.in
SMMS-0410,SMMS,Signal & Telecom,RN-MAO,Ratnagiri - Madgaon,KRCL,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Ratnagiri - Madgaon,medium,2026-09-04,2026-09-23,90,115.4,0,15,data.gov.in
SMMS-0411,SMMS,Signal & Telecom,RN-MAO,Ratnagiri - Madgaon,KRCL,Point Machine Lock Bar Testing,Facing point lock tolerance check on junction interlocking on Ratnagiri - Madgaon,high,2026-09-08,2026-09-14,90,65.3,1,30,data.gov.in
SMMS-0412,SMMS,Signal & Telecom,RN-MAO,Ratnagiri - Madgaon,KRCL,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Ratnagiri - Madgaon,medium,2026-08-30,2026-09-19,90,129.6,0,15,data.gov.in
TDMS-0413,TDMS,Traction Distribution,RN-MAO,Ratnagiri - Madgaon,KRCL,Dropper Replacement & Height Adjustment,Current carrying copper flexible dropper frayed near mast on Ratnagiri - Madgaon,medium,2026-08-31,2026-09-06,75,178.8,2,30,data.gov.in
TDMS-0414,TDMS,Traction Distribution,RN-MAO,Ratnagiri - Madgaon,KRCL,Substation Transformer Testing,Traction power transformer dissolved gas analysis sampling on Ratnagiri - Madgaon,medium,2026-09-14,2026-10-09,90,176.8,1,15,data.gov.in
TDMS-0415,TDMS,Traction Distribution,RN-MAO,Ratnagiri - Madgaon,KRCL,OHE Contact Wire Profile Measurement,Laser pantograph contact wire height and stagger recording on Ratnagiri - Madgaon,high,2026-09-09,2026-09-25,90,202.8,0,60,data.gov.in
TMS-0416,TMS,Engineering,MAO-KAWR,Madgaon - Karwar,KRCL,Sleeper Replacement & Fastening,Pre-stressed concrete sleeper renewal on high-density curve track on Madgaon - Karwar,medium,2026-09-11,2026-10-04,135,41.0,2,30,data.gov.in
TMS-0417,TMS,Engineering,MAO-KAWR,Madgaon - Karwar,KRCL,Track Geometry Alignment Calibration,Track recording car flagged cross-level and twist exceeding tolerance on Madgaon - Karwar,high,2026-09-13,2026-09-24,120,48.2,0,45,data.gov.in
SMMS-0418,SMMS,Signal & Telecom,MAO-KAWR,Madgaon - Karwar,KRCL,Track Circuit Relay Replacement,QTA2 track relay contact resistance fluctuating under dampness on Madgaon - Karwar,high,2026-09-07,2026-09-21,90,17.8,1,15,data.gov.in
SMMS-0419,SMMS,Signal & Telecom,MAO-KAWR,Madgaon - Karwar,KRCL,Track Circuit Relay Replacement,QTA2 track relay contact resistance fluctuating under dampness on Madgaon - Karwar,high,2026-09-04,2026-09-10,90,58.6,0,30,data.gov.in
SMMS-0420,SMMS,Signal & Telecom,MAO-KAWR,Madgaon - Karwar,KRCL,Point Machine Lock Bar Testing,Facing point lock tolerance check on junction interlocking on Madgaon - Karwar,high,2026-09-13,2026-09-28,90,49.1,2,60,data.gov.in
TDMS-0421,TDMS,Traction Distribution,MAO-KAWR,Madgaon - Karwar,KRCL,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Madgaon - Karwar,high,2026-09-04,2026-09-21,120,27.2,0,60,data.gov.in
TDMS-0422,TDMS,Traction Distribution,MAO-KAWR,Madgaon - Karwar,KRCL,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Madgaon - Karwar,high,2026-09-06,2026-09-25,120,56.1,1,15,data.gov.in
TMS-0423,TMS,Engineering,DUM-DAK,Dum Dum - Dakshineswar,METRO,Bridge Bearing Inspection & Greasing,Girder seating rocker-roller bearing lubrication on Dum Dum - Dakshineswar,medium,2026-09-06,2026-09-13,120,4.3,2,30,data.gov.in
TMS-0424,TMS,Engineering,DUM-DAK,Dum Dum - Dakshineswar,METRO,Deep Ballast Screening & Tamping,Ballast cleaning machine deployment to restore track elasticity on Dum Dum - Dakshineswar,high,2026-09-11,2026-10-01,210,2.1,1,45,data.gov.in
SMMS-0425,SMMS,Signal & Telecom,DUM-DAK,Dum Dum - Dakshineswar,METRO,Level Crossing Boom Barrier Overhaul,Electric lifting barrier clutch mechanism alignment on Dum Dum - Dakshineswar,medium,2026-09-07,2026-09-13,90,1.2,2,15,data.gov.in
SMMS-0426,SMMS,Signal & Telecom,DUM-DAK,Dum Dum - Dakshineswar,METRO,Point Machine Motor Overhaul,143B Point machine stroke timing exceeded 5.2s threshold on Dum Dum - Dakshineswar,high,2026-09-12,2026-10-01,105,2.9,2,30,data.gov.in
TDMS-0427,TDMS,Traction Distribution,DUM-DAK,Dum Dum - Dakshineswar,METRO,Catenary Wire Tension Regulation,Auto-tensioning device pulley weight travel check before winter on Dum Dum - Dakshineswar,high,2026-09-12,2026-09-25,120,1.4,1,45,data.gov.in
